compute CDER for magicdata-ramc
CTS-CN-F2F-2019-11-15-1422 CDER = 1.043
CTS-CN-F2F-2019-11-15-1423 CDER = 0.138
CTS-CN-F2F-2019-11-15-1426 CDER = 0.396
CTS-CN-F2F-2019-11-15-1428 CDER = 0.083
CTS-CN-F2F-2019-11-15-1434 CDER = 0.166
CTS-CN-F2F-2019-11-15-1447 CDER = 0.159
CTS-CN-F2F-2019-11-15-1448 CDER = 0.158
CTS-CN-F2F-2019-11-15-1449 CDER = 0.140
CTS-CN-F2F-2019-11-15-1452 CDER = 0.075
CTS-CN-F2F-2019-11-15-1458 CDER = 0.269
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 2.865
CTS-CN-F2F-2019-11-15-1468 CDER = 0.061
CTS-CN-F2F-2019-11-15-1469 CDER = 0.124
CTS-CN-F2F-2019-11-15-1470 CDER = 0.418
CTS-CN-F2F-2019-11-15-1473 CDER = 0.207
CTS-CN-F2F-2019-11-15-1475 CDER = 0.337
CTS-CN-F2F-2019-11-15-1477 CDER = 0.064
Avg CDER : 0.389
currently, compute dev set in 0.5 threshold mode
CTS-CN-F2F-2019-11-15-1421 CDER = 0.511
CTS-CN-F2F-2019-11-15-1422 CDER = 0.617
CTS-CN-F2F-2019-11-15-1423 CDER = 0.119
CTS-CN-F2F-2019-11-15-1426 CDER = 0.359
CTS-CN-F2F-2019-11-15-1428 CDER = 0.070
CTS-CN-F2F-2019-11-15-1434 CDER = 0.120
CTS-CN-F2F-2019-11-15-1447 CDER = 0.132
CTS-CN-F2F-2019-11-15-1448 CDER = 0.128
CTS-CN-F2F-2019-11-15-1449 CDER = 0.129
CTS-CN-F2F-2019-11-15-1452 CDER = 0.070
CTS-CN-F2F-2019-11-15-1458 CDER = 0.178
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 2.054
CTS-CN-F2F-2019-11-15-1468 CDER = 0.057
CTS-CN-F2F-2019-11-15-1469 CDER = 0.101
CTS-CN-F2F-2019-11-15-1470 CDER = 0.371
CTS-CN-F2F-2019-11-15-1473 CDER = 0.183
CTS-CN-F2F-2019-11-15-1475 CDER = 0.312
CTS-CN-F2F-2019-11-15-1477 CDER = 0.047
Avg CDER : 0.293
currently, compute dev set in 0.55 threshold mode
CTS-CN-F2F-2019-11-15-1421 CDER = 0.308
CTS-CN-F2F-2019-11-15-1422 CDER = 0.468
CTS-CN-F2F-2019-11-15-1423 CDER = 0.081
CTS-CN-F2F-2019-11-15-1426 CDER = 0.304
CTS-CN-F2F-2019-11-15-1428 CDER = 0.048
CTS-CN-F2F-2019-11-15-1434 CDER = 0.095
CTS-CN-F2F-2019-11-15-1447 CDER = 0.132
CTS-CN-F2F-2019-11-15-1448 CDER = 0.123
CTS-CN-F2F-2019-11-15-1449 CDER = 0.119
CTS-CN-F2F-2019-11-15-1452 CDER = 0.072
CTS-CN-F2F-2019-11-15-1458 CDER = 0.148
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 1.270
CTS-CN-F2F-2019-11-15-1468 CDER = 0.045
CTS-CN-F2F-2019-11-15-1469 CDER = 0.092
CTS-CN-F2F-2019-11-15-1470 CDER = 0.318
CTS-CN-F2F-2019-11-15-1473 CDER = 0.144
CTS-CN-F2F-2019-11-15-1475 CDER = 0.292
CTS-CN-F2F-2019-11-15-1477 CDER = 0.037
Avg CDER : 0.216
currently, compute dev set in 0.6 threshold mode
CTS-CN-F2F-2019-11-15-1421 CDER = 0.263
CTS-CN-F2F-2019-11-15-1422 CDER = 0.362
CTS-CN-F2F-2019-11-15-1423 CDER = 0.070
CTS-CN-F2F-2019-11-15-1426 CDER = 0.290
CTS-CN-F2F-2019-11-15-1428 CDER = 0.039
CTS-CN-F2F-2019-11-15-1434 CDER = 0.088
CTS-CN-F2F-2019-11-15-1447 CDER = 0.126
CTS-CN-F2F-2019-11-15-1448 CDER = 0.112
CTS-CN-F2F-2019-11-15-1449 CDER = 0.101
CTS-CN-F2F-2019-11-15-1452 CDER = 0.061
CTS-CN-F2F-2019-11-15-1458 CDER = 0.125
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 1.081
CTS-CN-F2F-2019-11-15-1468 CDER = 0.041
CTS-CN-F2F-2019-11-15-1469 CDER = 0.083
CTS-CN-F2F-2019-11-15-1470 CDER = 0.257
CTS-CN-F2F-2019-11-15-1473 CDER = 0.130
CTS-CN-F2F-2019-11-15-1475 CDER = 0.272
CTS-CN-F2F-2019-11-15-1477 CDER = 0.037
Avg CDER : 0.186
currently, compute dev set in 0.7 threshold mode
CTS-CN-F2F-2019-11-15-1421 CDER = 0.241
CTS-CN-F2F-2019-11-15-1422 CDER = 0.340
CTS-CN-F2F-2019-11-15-1423 CDER = 0.052
CTS-CN-F2F-2019-11-15-1426 CDER = 0.230
CTS-CN-F2F-2019-11-15-1428 CDER = 0.039
CTS-CN-F2F-2019-11-15-1434 CDER = 0.081
CTS-CN-F2F-2019-11-15-1447 CDER = 0.079
CTS-CN-F2F-2019-11-15-1448 CDER = 0.096
CTS-CN-F2F-2019-11-15-1449 CDER = 0.091
CTS-CN-F2F-2019-11-15-1452 CDER = 0.070
CTS-CN-F2F-2019-11-15-1458 CDER = 0.110
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 0.622
CTS-CN-F2F-2019-11-15-1468 CDER = 0.029
CTS-CN-F2F-2019-11-15-1469 CDER = 0.060
CTS-CN-F2F-2019-11-15-1470 CDER = 0.200
CTS-CN-F2F-2019-11-15-1473 CDER = 0.096
CTS-CN-F2F-2019-11-15-1475 CDER = 0.243
CTS-CN-F2F-2019-11-15-1477 CDER = 0.037
Avg CDER : 0.143
currently, compute dev set in 0.8 threshold mode
CTS-CN-F2F-2019-11-15-1421 CDER = 0.165
CTS-CN-F2F-2019-11-15-1422 CDER = 0.340
CTS-CN-F2F-2019-11-15-1423 CDER = 0.039
CTS-CN-F2F-2019-11-15-1426 CDER = 0.171
CTS-CN-F2F-2019-11-15-1428 CDER = 0.048
CTS-CN-F2F-2019-11-15-1434 CDER = 0.088
CTS-CN-F2F-2019-11-15-1447 CDER = 0.066
CTS-CN-F2F-2019-11-15-1448 CDER = 0.099
CTS-CN-F2F-2019-11-15-1449 CDER = 0.084
CTS-CN-F2F-2019-11-15-1452 CDER = 0.067
CTS-CN-F2F-2019-11-15-1458 CDER = 0.117
CTS-CN-F2F-2019-11-15-1461 CDER = 0.000
CTS-CN-F2F-2019-11-15-1463 CDER = 0.270
CTS-CN-F2F-2019-11-15-1468 CDER = 0.029
CTS-CN-F2F-2019-11-15-1469 CDER = 0.083
CTS-CN-F2F-2019-11-15-1470 CDER = 0.186
CTS-CN-F2F-2019-11-15-1473 CDER = 0.091
CTS-CN-F2F-2019-11-15-1475 CDER = 0.193
CTS-CN-F2F-2019-11-15-1477 CDER = 0.051
Avg CDER : 0.115
currently, compute test set in 0.2 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 1.065
CTS-CN-F2F-2019-11-11-193 CDER = 0.462
CTS-CN-F2F-2019-11-11-198 CDER = 0.645
CTS-CN-F2F-2019-11-11-390 CDER = 0.916
CTS-CN-F2F-2019-11-11-423 CDER = 0.163
CTS-CN-F2F-2019-11-11-431 CDER = 1.583
CTS-CN-F2F-2019-11-11-716 CDER = 0.327
CTS-CN-F2F-2019-11-15-3 CDER = 0.198
CTS-CN-F2F-2019-11-15-8 CDER = 0.311
CTS-CN-F2F-2019-11-15-9 CDER = 0.796
CTS-CN-F2F-2019-11-15-17 CDER = 0.381
CTS-CN-F2F-2019-11-15-26 CDER = 0.209
CTS-CN-F2F-2019-11-15-27 CDER = 0.236
CTS-CN-F2F-2019-11-15-37 CDER = 0.200
CTS-CN-F2F-2019-11-15-39 CDER = 0.099
CTS-CN-F2F-2019-11-15-45 CDER = 0.337
CTS-CN-F2F-2019-11-15-52 CDER = 0.231
CTS-CN-F2F-2019-11-15-53 CDER = 0.100
CTS-CN-F2F-2019-11-15-56 CDER = 0.194
CTS-CN-F2F-2019-11-15-65 CDER = 0.306
CTS-CN-F2F-2019-11-15-68 CDER = 0.203
CTS-CN-F2F-2019-11-15-73 CDER = 0.091
CTS-CN-F2F-2019-11-15-75 CDER = 0.330
CTS-CN-F2F-2019-11-15-77 CDER = 2.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.404
CTS-CN-F2F-2019-11-15-82 CDER = 0.321
CTS-CN-F2F-2019-11-15-88 CDER = 0.256
CTS-CN-F2F-2019-11-15-91 CDER = 0.338
CTS-CN-F2F-2019-11-15-94 CDER = 0.796
CTS-CN-F2F-2019-11-15-100 CDER = 0.144
CTS-CN-F2F-2019-11-15-101 CDER = 0.346
CTS-CN-F2F-2019-11-15-105 CDER = 3.600
CTS-CN-F2F-2019-11-15-121 CDER = 0.170
CTS-CN-F2F-2019-11-15-123 CDER = 0.787
CTS-CN-F2F-2019-11-15-126 CDER = 0.142
CTS-CN-F2F-2019-11-15-128 CDER = 0.312
CTS-CN-F2F-2019-11-15-135 CDER = 0.333
CTS-CN-F2F-2019-11-15-138 CDER = 0.386
CTS-CN-F2F-2019-11-15-142 CDER = 0.317
CTS-CN-F2F-2019-11-15-144 CDER = 1.016
CTS-CN-F2F-2019-11-15-150 CDER = 0.232
CTS-CN-F2F-2019-11-15-151 CDER = 0.324
CTS-CN-F2F-2019-11-15-153 CDER = 0.423
Avg CDER : 0.512
currently, compute test set in 0.3 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.775
CTS-CN-F2F-2019-11-11-193 CDER = 0.415
CTS-CN-F2F-2019-11-11-198 CDER = 0.368
CTS-CN-F2F-2019-11-11-390 CDER = 0.708
CTS-CN-F2F-2019-11-11-423 CDER = 0.104
CTS-CN-F2F-2019-11-11-431 CDER = 1.167
CTS-CN-F2F-2019-11-11-716 CDER = 0.231
CTS-CN-F2F-2019-11-15-3 CDER = 0.139
CTS-CN-F2F-2019-11-15-8 CDER = 0.262
CTS-CN-F2F-2019-11-15-9 CDER = 0.571
CTS-CN-F2F-2019-11-15-17 CDER = 0.358
CTS-CN-F2F-2019-11-15-26 CDER = 0.188
CTS-CN-F2F-2019-11-15-27 CDER = 0.200
CTS-CN-F2F-2019-11-15-37 CDER = 0.200
CTS-CN-F2F-2019-11-15-39 CDER = 0.070
CTS-CN-F2F-2019-11-15-45 CDER = 0.261
CTS-CN-F2F-2019-11-15-52 CDER = 0.189
CTS-CN-F2F-2019-11-15-53 CDER = 0.092
CTS-CN-F2F-2019-11-15-56 CDER = 0.163
CTS-CN-F2F-2019-11-15-65 CDER = 0.249
CTS-CN-F2F-2019-11-15-68 CDER = 0.135
CTS-CN-F2F-2019-11-15-73 CDER = 0.065
CTS-CN-F2F-2019-11-15-75 CDER = 0.264
CTS-CN-F2F-2019-11-15-77 CDER = 0.526
CTS-CN-F2F-2019-11-15-81 CDER = 0.343
CTS-CN-F2F-2019-11-15-82 CDER = 0.089
CTS-CN-F2F-2019-11-15-88 CDER = 0.136
CTS-CN-F2F-2019-11-15-91 CDER = 0.282
CTS-CN-F2F-2019-11-15-94 CDER = 0.579
CTS-CN-F2F-2019-11-15-100 CDER = 0.061
CTS-CN-F2F-2019-11-15-101 CDER = 0.291
CTS-CN-F2F-2019-11-15-105 CDER = 1.800
CTS-CN-F2F-2019-11-15-121 CDER = 0.114
CTS-CN-F2F-2019-11-15-123 CDER = 0.972
CTS-CN-F2F-2019-11-15-126 CDER = 0.127
CTS-CN-F2F-2019-11-15-128 CDER = 0.277
CTS-CN-F2F-2019-11-15-135 CDER = 0.253
CTS-CN-F2F-2019-11-15-138 CDER = 0.301
CTS-CN-F2F-2019-11-15-142 CDER = 0.272
CTS-CN-F2F-2019-11-15-144 CDER = 0.855
CTS-CN-F2F-2019-11-15-150 CDER = 0.172
CTS-CN-F2F-2019-11-15-151 CDER = 0.229
CTS-CN-F2F-2019-11-15-153 CDER = 0.338
Avg CDER : 0.353
currently, compute test set in 0.35 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.651
CTS-CN-F2F-2019-11-11-193 CDER = 0.338
CTS-CN-F2F-2019-11-11-198 CDER = 0.303
CTS-CN-F2F-2019-11-11-390 CDER = 0.574
CTS-CN-F2F-2019-11-11-423 CDER = 0.096
CTS-CN-F2F-2019-11-11-431 CDER = 1.104
CTS-CN-F2F-2019-11-11-716 CDER = 0.192
CTS-CN-F2F-2019-11-15-3 CDER = 0.128
CTS-CN-F2F-2019-11-15-8 CDER = 0.246
CTS-CN-F2F-2019-11-15-9 CDER = 0.483
CTS-CN-F2F-2019-11-15-17 CDER = 0.346
CTS-CN-F2F-2019-11-15-26 CDER = 0.169
CTS-CN-F2F-2019-11-15-27 CDER = 0.177
CTS-CN-F2F-2019-11-15-37 CDER = 0.200
CTS-CN-F2F-2019-11-15-39 CDER = 0.062
CTS-CN-F2F-2019-11-15-45 CDER = 0.221
CTS-CN-F2F-2019-11-15-52 CDER = 0.168
CTS-CN-F2F-2019-11-15-53 CDER = 0.086
CTS-CN-F2F-2019-11-15-56 CDER = 0.162
CTS-CN-F2F-2019-11-15-65 CDER = 0.223
CTS-CN-F2F-2019-11-15-68 CDER = 0.135
CTS-CN-F2F-2019-11-15-73 CDER = 0.065
CTS-CN-F2F-2019-11-15-75 CDER = 0.208
CTS-CN-F2F-2019-11-15-77 CDER = 0.211
CTS-CN-F2F-2019-11-15-81 CDER = 0.291
CTS-CN-F2F-2019-11-15-82 CDER = 0.089
CTS-CN-F2F-2019-11-15-88 CDER = 0.108
CTS-CN-F2F-2019-11-15-91 CDER = 0.231
CTS-CN-F2F-2019-11-15-94 CDER = 0.513
CTS-CN-F2F-2019-11-15-100 CDER = 0.061
CTS-CN-F2F-2019-11-15-101 CDER = 0.266
CTS-CN-F2F-2019-11-15-105 CDER = 1.200
CTS-CN-F2F-2019-11-15-121 CDER = 0.080
CTS-CN-F2F-2019-11-15-123 CDER = 1.138
CTS-CN-F2F-2019-11-15-126 CDER = 0.096
CTS-CN-F2F-2019-11-15-128 CDER = 0.258
CTS-CN-F2F-2019-11-15-135 CDER = 0.202
CTS-CN-F2F-2019-11-15-138 CDER = 0.256
CTS-CN-F2F-2019-11-15-142 CDER = 0.247
CTS-CN-F2F-2019-11-15-144 CDER = 0.805
CTS-CN-F2F-2019-11-15-150 CDER = 0.131
CTS-CN-F2F-2019-11-15-151 CDER = 0.205
CTS-CN-F2F-2019-11-15-153 CDER = 0.292
Avg CDER : 0.303
currently, compute test set in 0.4 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.549
CTS-CN-F2F-2019-11-11-193 CDER = 0.246
CTS-CN-F2F-2019-11-11-198 CDER = 0.224
CTS-CN-F2F-2019-11-11-390 CDER = 0.495
CTS-CN-F2F-2019-11-11-423 CDER = 0.096
CTS-CN-F2F-2019-11-11-431 CDER = 0.958
CTS-CN-F2F-2019-11-11-716 CDER = 0.173
CTS-CN-F2F-2019-11-15-3 CDER = 0.108
CTS-CN-F2F-2019-11-15-8 CDER = 0.230
CTS-CN-F2F-2019-11-15-9 CDER = 0.429
CTS-CN-F2F-2019-11-15-17 CDER = 0.334
CTS-CN-F2F-2019-11-15-26 CDER = 0.138
CTS-CN-F2F-2019-11-15-27 CDER = 0.164
CTS-CN-F2F-2019-11-15-37 CDER = 0.200
CTS-CN-F2F-2019-11-15-39 CDER = 0.051
CTS-CN-F2F-2019-11-15-45 CDER = 0.183
CTS-CN-F2F-2019-11-15-52 CDER = 0.154
CTS-CN-F2F-2019-11-15-53 CDER = 0.078
CTS-CN-F2F-2019-11-15-56 CDER = 0.131
CTS-CN-F2F-2019-11-15-65 CDER = 0.193
CTS-CN-F2F-2019-11-15-68 CDER = 0.114
CTS-CN-F2F-2019-11-15-73 CDER = 0.026
CTS-CN-F2F-2019-11-15-75 CDER = 0.132
CTS-CN-F2F-2019-11-15-77 CDER = 0.211
CTS-CN-F2F-2019-11-15-81 CDER = 0.249
CTS-CN-F2F-2019-11-15-82 CDER = 0.089
CTS-CN-F2F-2019-11-15-88 CDER = 0.085
CTS-CN-F2F-2019-11-15-91 CDER = 0.204
CTS-CN-F2F-2019-11-15-94 CDER = 0.452
CTS-CN-F2F-2019-11-15-100 CDER = 0.045
CTS-CN-F2F-2019-11-15-101 CDER = 0.242
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.068
CTS-CN-F2F-2019-11-15-123 CDER = 1.378
CTS-CN-F2F-2019-11-15-126 CDER = 0.046
CTS-CN-F2F-2019-11-15-128 CDER = 0.239
CTS-CN-F2F-2019-11-15-135 CDER = 0.168
CTS-CN-F2F-2019-11-15-138 CDER = 0.234
CTS-CN-F2F-2019-11-15-142 CDER = 0.235
CTS-CN-F2F-2019-11-15-144 CDER = 0.724
CTS-CN-F2F-2019-11-15-150 CDER = 0.111
CTS-CN-F2F-2019-11-15-151 CDER = 0.165
CTS-CN-F2F-2019-11-15-153 CDER = 0.215
Avg CDER : 0.246
currently, compute test set in 0.45 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.468
CTS-CN-F2F-2019-11-11-193 CDER = 0.231
CTS-CN-F2F-2019-11-11-198 CDER = 0.145
CTS-CN-F2F-2019-11-11-390 CDER = 0.381
CTS-CN-F2F-2019-11-11-423 CDER = 0.089
CTS-CN-F2F-2019-11-11-431 CDER = 0.854
CTS-CN-F2F-2019-11-11-716 CDER = 0.154
CTS-CN-F2F-2019-11-15-3 CDER = 0.101
CTS-CN-F2F-2019-11-15-8 CDER = 0.230
CTS-CN-F2F-2019-11-15-9 CDER = 0.374
CTS-CN-F2F-2019-11-15-17 CDER = 0.309
CTS-CN-F2F-2019-11-15-26 CDER = 0.120
CTS-CN-F2F-2019-11-15-27 CDER = 0.131
CTS-CN-F2F-2019-11-15-37 CDER = 0.200
CTS-CN-F2F-2019-11-15-39 CDER = 0.048
CTS-CN-F2F-2019-11-15-45 CDER = 0.142
CTS-CN-F2F-2019-11-15-52 CDER = 0.101
CTS-CN-F2F-2019-11-15-53 CDER = 0.066
CTS-CN-F2F-2019-11-15-56 CDER = 0.123
CTS-CN-F2F-2019-11-15-65 CDER = 0.175
CTS-CN-F2F-2019-11-15-68 CDER = 0.114
CTS-CN-F2F-2019-11-15-73 CDER = 0.013
CTS-CN-F2F-2019-11-15-75 CDER = 0.094
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.209
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.074
CTS-CN-F2F-2019-11-15-91 CDER = 0.195
CTS-CN-F2F-2019-11-15-94 CDER = 0.349
CTS-CN-F2F-2019-11-15-100 CDER = 0.038
CTS-CN-F2F-2019-11-15-101 CDER = 0.174
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.057
CTS-CN-F2F-2019-11-15-123 CDER = 1.929
CTS-CN-F2F-2019-11-15-126 CDER = 0.041
CTS-CN-F2F-2019-11-15-128 CDER = 0.201
CTS-CN-F2F-2019-11-15-135 CDER = 0.140
CTS-CN-F2F-2019-11-15-138 CDER = 0.223
CTS-CN-F2F-2019-11-15-142 CDER = 0.205
CTS-CN-F2F-2019-11-15-144 CDER = 0.636
CTS-CN-F2F-2019-11-15-150 CDER = 0.101
CTS-CN-F2F-2019-11-15-151 CDER = 0.130
CTS-CN-F2F-2019-11-15-153 CDER = 0.185
Avg CDER : 0.222
currently, compute test set in 0.5 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.335
CTS-CN-F2F-2019-11-11-193 CDER = 0.200
CTS-CN-F2F-2019-11-11-198 CDER = 0.118
CTS-CN-F2F-2019-11-11-390 CDER = 0.287
CTS-CN-F2F-2019-11-11-423 CDER = 0.089
CTS-CN-F2F-2019-11-11-431 CDER = 0.792
CTS-CN-F2F-2019-11-11-716 CDER = 0.115
CTS-CN-F2F-2019-11-15-3 CDER = 0.073
CTS-CN-F2F-2019-11-15-8 CDER = 0.213
CTS-CN-F2F-2019-11-15-9 CDER = 0.340
CTS-CN-F2F-2019-11-15-17 CDER = 0.281
CTS-CN-F2F-2019-11-15-26 CDER = 0.074
CTS-CN-F2F-2019-11-15-27 CDER = 0.121
CTS-CN-F2F-2019-11-15-37 CDER = 0.111
CTS-CN-F2F-2019-11-15-39 CDER = 0.033
CTS-CN-F2F-2019-11-15-45 CDER = 0.136
CTS-CN-F2F-2019-11-15-52 CDER = 0.091
CTS-CN-F2F-2019-11-15-53 CDER = 0.056
CTS-CN-F2F-2019-11-15-56 CDER = 0.104
CTS-CN-F2F-2019-11-15-65 CDER = 0.157
CTS-CN-F2F-2019-11-15-68 CDER = 0.080
CTS-CN-F2F-2019-11-15-73 CDER = 0.013
CTS-CN-F2F-2019-11-15-75 CDER = 0.028
CTS-CN-F2F-2019-11-15-77 CDER = 0.000
CTS-CN-F2F-2019-11-15-81 CDER = 0.187
CTS-CN-F2F-2019-11-15-82 CDER = 0.000
CTS-CN-F2F-2019-11-15-88 CDER = 0.057
CTS-CN-F2F-2019-11-15-91 CDER = 0.185
CTS-CN-F2F-2019-11-15-94 CDER = 0.224
CTS-CN-F2F-2019-11-15-100 CDER = 0.023
CTS-CN-F2F-2019-11-15-101 CDER = 0.165
CTS-CN-F2F-2019-11-15-105 CDER = 0.000
CTS-CN-F2F-2019-11-15-121 CDER = 0.023
CTS-CN-F2F-2019-11-15-123 CDER = 1.535
CTS-CN-F2F-2019-11-15-126 CDER = 0.046
CTS-CN-F2F-2019-11-15-128 CDER = 0.182
CTS-CN-F2F-2019-11-15-135 CDER = 0.127
CTS-CN-F2F-2019-11-15-138 CDER = 0.197
CTS-CN-F2F-2019-11-15-142 CDER = 0.187
CTS-CN-F2F-2019-11-15-144 CDER = 0.536
CTS-CN-F2F-2019-11-15-150 CDER = 0.101
CTS-CN-F2F-2019-11-15-151 CDER = 0.130
CTS-CN-F2F-2019-11-15-153 CDER = 0.146
Avg CDER : 0.184
currently, compute test set in 0.55 threshold mode
CTS-CN-F2F-2019-11-04-387 CDER = 0.242
CTS-CN-F2F-2019-11-11-193 CDER = 0.154
CTS-CN-F2F-2019-11-11-198 CDER = 0.066
CTS-CN-F2F-2019-11-11-390 CDER = 0.178
CTS-CN-F2F-2019-11-11-423 CDER = 0.081
CTS-CN-F2F-2019-11-11-431 CDER = 0.500
CTS-CN-F2F-2019-11-11-716 CDER = 0.096
CTS-CN-F2F-2019-11-15-3 CDER = 0.045
CTS-CN-F2F-2019-11-15-8 CDER = 0.213
